Date,Description,Amount
01/06/2026,VENDOR 2525 PAYMENT,-338.99
01/07/2026,VENDOR 2526 PAYMENT,-279.99
01/08/2026,VENDOR 2527 PAYMENT,-375.99
01/09/2026,VENDOR 2528 PAYMENT,-386.99
01/10/2026,VENDOR 2529 PAYMENT,-222.99
01/11/2026,VENDOR 2530 PAYMENT,-253.99
01/12/2026,VENDOR 2531 PAYMENT,-33.99
01/13/2026,VENDOR 2532 PAYMENT,-55.99
01/14/2026,VENDOR 2533 PAYMENT,-211.99
01/15/2026,VENDOR 2534 PAYMENT,-243.99
01/16/2026,VENDOR 2535 PAYMENT,-182.99
01/17/2026,VENDOR 2536 PAYMENT,-488.99
01/18/2026,VENDOR 2537 PAYMENT,-187.99
01/19/2026,VENDOR 2538 PAYMENT,-99.99
01/20/2026,VENDOR 2539 PAYMENT,-356.99
01/21/2026,VENDOR 2540 PAYMENT,-433.99
01/22/2026,VENDOR 2541 PAYMENT,-288.99
01/23/2026,VENDOR 2542 PAYMENT,-84.99
01/24/2026,VENDOR 2543 PAYMENT,-73.99
01/25/2026,VENDOR 2544 PAYMENT,-192.99
01/26/2026,VENDOR 2545 PAYMENT,-283.99
01/27/2026,VENDOR 2546 PAYMENT,-165.99
01/28/2026,VENDOR 2547 PAYMENT,-343.99
01/29/2026,VENDOR 2548 PAYMENT,-223.99
01/30/2026,VENDOR 2549 PAYMENT,-177.99
01/31/2026,VENDOR 2550 PAYMENT,-178.99
02/01/2026,VENDOR 2551 PAYMENT,-473.99
02/02/2026,VENDOR 2552 PAYMENT,-489.99
02/03/2026,VENDOR 2553 PAYMENT,-252.99
02/04/2026,VENDOR 2554 PAYMENT,-87.99
02/05/2026,VENDOR 2555 PAYMENT,-188.99
02/06/2026,VENDOR 2556 PAYMENT,-202.99
02/07/2026,VENDOR 2557 PAYMENT,-113.99
02/08/2026,VENDOR 2558 PAYMENT,-201.99
02/09/2026,VENDOR 2559 PAYMENT,-201.99
02/10/2026,VENDOR 2560 PAYMENT,-304.99
02/11/2026,VENDOR 2561 PAYMENT,-203.99
02/12/2026,VENDOR 2562 PAYMENT,-292.99
02/13/2026,VENDOR 2563 PAYMENT,-211.99
02/14/2026,VENDOR 2564 PAYMENT,-210.99
02/15/2026,VENDOR 2565 PAYMENT,-398.99
02/16/2026,VENDOR 2566 PAYMENT,-225.99
02/17/2026,VENDOR 2567 PAYMENT,-426.99
02/18/2026,VENDOR 2568 PAYMENT,-274.99
02/19/2026,VENDOR 2569 PAYMENT,-490.99
02/20/2026,VENDOR 2570 PAYMENT,-443.99
02/21/2026,VENDOR 2571 PAYMENT,-90.99
02/22/2026,VENDOR 2572 PAYMENT,-399.99
02/23/2026,VENDOR 2573 PAYMENT,-85.99
02/24/2026,VENDOR 2574 PAYMENT,-239.99
02/25/2026,VENDOR 2575 PAYMENT,-371.99
02/26/2026,VENDOR 2576 PAYMENT,-103.99
02/27/2026,VENDOR 2577 PAYMENT,-0.99
02/28/2026,VENDOR 2578 PAYMENT,-324.99
03/01/2026,VENDOR 2579 PAYMENT,-491.99
03/02/2026,VENDOR 2580 PAYMENT,-423.99
03/03/2026,VENDOR 2581 PAYMENT,-481.99
03/04/2026,VENDOR 2582 PAYMENT,-149.99
03/05/2026,VENDOR 2583 PAYMENT,-138.99
03/06/2026,VENDOR 2584 PAYMENT,-149.99
03/07/2026,VENDOR 2585 PAYMENT,-318.99
03/08/2026,VENDOR 2586 PAYMENT,-208.99
03/09/2026,VENDOR 2587 PAYMENT,-147.99
03/10/2026,VENDOR 2588 PAYMENT,-485.99
03/11/2026,VENDOR 2589 PAYMENT,-25.99
03/12/2026,VENDOR 2590 PAYMENT,-384.99
03/13/2026,VENDOR 2591 PAYMENT,-428.99
03/14/2026,VENDOR 2592 PAYMENT,-7.99
03/15/2026,VENDOR 2593 PAYMENT,-182.99
03/16/2026,VENDOR 2594 PAYMENT,-249.99
03/17/2026,VENDOR 2595 PAYMENT,-214.99
03/18/2026,VENDOR 2596 PAYMENT,-218.99
03/19/2026,VENDOR 2597 PAYMENT,-440.99
03/20/2026,VENDOR 2598 PAYMENT,-275.99
03/21/2026,VENDOR 2599 PAYMENT,-122.99
03/22/2026,VENDOR 2600 PAYMENT,-266.99
03/23/2026,VENDOR 2601 PAYMENT,-467.99
03/24/2026,VENDOR 2602 PAYMENT,-197.99
03/25/2026,VENDOR 2603 PAYMENT,-493.99
03/26/2026,VENDOR 2604 PAYMENT,-379.99
03/27/2026,VENDOR 2605 PAYMENT,-224.99
03/28/2026,VENDOR 2606 PAYMENT,-258.99
03/29/2026,VENDOR 2607 PAYMENT,-211.99
03/30/2026,VENDOR 2608 PAYMENT,-10.99
03/31/2026,VENDOR 2609 PAYMENT,-38.99
04/01/2026,VENDOR 2610 PAYMENT,-408.99
04/02/2026,VENDOR 2611 PAYMENT,-359.99
04/03/2026,VENDOR 2612 PAYMENT,-61.99
04/04/2026,VENDOR 2613 PAYMENT,-321.99
04/05/2026,VENDOR 2614 PAYMENT,-220.99
04/06/2026,VENDOR 2615 PAYMENT,-463.99
04/07/2026,VENDOR 2616 PAYMENT,-433.99
04/08/2026,VENDOR 2617 PAYMENT,-471.99
04/09/2026,VENDOR 2618 PAYMENT,-428.99
04/10/2026,VENDOR 2619 PAYMENT,-126.99
04/11/2026,VENDOR 2620 PAYMENT,-418.99
04/12/2026,VENDOR 2621 PAYMENT,-226.99
04/13/2026,VENDOR 2622 PAYMENT,-54.99
04/14/2026,VENDOR 2623 PAYMENT,-5.99
04/15/2026,VENDOR 2624 PAYMENT,-13.99
04/16/2026,VENDOR 2625 PAYMENT,-176.99
04/17/2026,VENDOR 2626 PAYMENT,-31.99
04/18/2026,VENDOR 2627 PAYMENT,-256.99
04/19/2026,VENDOR 2628 PAYMENT,-145.99
04/20/2026,VENDOR 2629 PAYMENT,-210.99
04/21/2026,VENDOR 2630 PAYMENT,-230.99
04/22/2026,VENDOR 2631 PAYMENT,-136.99
04/23/2026,VENDOR 2632 PAYMENT,-1.99
04/24/2026,VENDOR 2633 PAYMENT,-310.99
04/25/2026,VENDOR 2634 PAYMENT,-482.99
04/26/2026,VENDOR 2635 PAYMENT,-182.99
04/27/2026,VENDOR 2636 PAYMENT,-160.99
04/28/2026,VENDOR 2637 PAYMENT,-137.99
04/29/2026,VENDOR 2638 PAYMENT,-491.99
04/30/2026,VENDOR 2639 PAYMENT,-276.99
05/01/2026,VENDOR 2640 PAYMENT,-84.99
05/02/2026,VENDOR 2641 PAYMENT,-208.99
05/03/2026,VENDOR 2642 PAYMENT,-15.99
05/04/2026,VENDOR 2643 PAYMENT,-461.99
05/05/2026,VENDOR 2644 PAYMENT,-224.99
05/06/2026,VENDOR 2645 PAYMENT,-135.99
05/07/2026,VENDOR 2646 PAYMENT,-14.99
05/08/2026,VENDOR 2647 PAYMENT,-386.99
05/09/2026,VENDOR 2648 PAYMENT,-325.99
05/10/2026,VENDOR 2649 PAYMENT,-149.99
05/11/2026,VENDOR 2650 PAYMENT,-110.99
05/12/2026,VENDOR 2651 PAYMENT,-157.99
05/13/2026,VENDOR 2652 PAYMENT,-47.99
05/14/2026,VENDOR 2653 PAYMENT,-196.99
05/15/2026,VENDOR 2654 PAYMENT,-457.99
05/16/2026,VENDOR 2655 PAYMENT,-166.99
05/17/2026,VENDOR 2656 PAYMENT,-405.99
05/18/2026,VENDOR 2657 PAYMENT,-275.99
05/19/2026,VENDOR 2658 PAYMENT,-439.99
05/20/2026,VENDOR 2659 PAYMENT,-85.99
05/21/2026,VENDOR 2660 PAYMENT,-164.99
05/22/2026,VENDOR 2661 PAYMENT,-162.99
05/23/2026,VENDOR 2662 PAYMENT,-340.99
05/24/2026,VENDOR 2663 PAYMENT,-361.99
05/25/2026,VENDOR 2664 PAYMENT,-262.99
05/26/2026,VENDOR 2665 PAYMENT,-100.99
05/27/2026,VENDOR 2666 PAYMENT,-492.99
05/28/2026,VENDOR 2667 PAYMENT,-104.99
05/29/2026,VENDOR 2668 PAYMENT,-423.99
05/30/2026,VENDOR 2669 PAYMENT,-79.99
05/31/2026,VENDOR 2670 PAYMENT,-210.99
06/01/2026,VENDOR 2671 PAYMENT,-297.99
06/02/2026,VENDOR 2672 PAYMENT,-168.99
06/03/2026,VENDOR 2673 PAYMENT,-437.99
06/04/2026,VENDOR 2674 PAYMENT,-218.99
06/05/2026,VENDOR 2675 PAYMENT,-35.99
06/06/2026,VENDOR 2676 PAYMENT,-128.99
06/07/2026,VENDOR 2677 PAYMENT,-78.99
06/08/2026,VENDOR 2678 PAYMENT,-376.99
06/09/2026,VENDOR 2679 PAYMENT,-492.99
06/10/2026,VENDOR 2680 PAYMENT,-58.99
06/11/2026,VENDOR 2681 PAYMENT,-348.99
06/12/2026,VENDOR 2682 PAYMENT,-438.99
06/13/2026,VENDOR 2683 PAYMENT,-207.99
06/14/2026,VENDOR 2684 PAYMENT,-308.99
06/15/2026,VENDOR 2685 PAYMENT,-310.99
06/16/2026,VENDOR 2686 PAYMENT,-393.99
06/17/2026,VENDOR 2687 PAYMENT,-91.99
06/18/2026,VENDOR 2688 PAYMENT,-260.99
06/19/2026,VENDOR 2689 PAYMENT,-220.99
06/20/2026,VENDOR 2690 PAYMENT,-196.99
06/21/2026,VENDOR 2691 PAYMENT,-405.99
06/22/2026,VENDOR 2692 PAYMENT,-348.99
06/23/2026,VENDOR 2693 PAYMENT,-303.99
06/24/2026,VENDOR 2694 PAYMENT,-296.99
06/25/2026,VENDOR 2695 PAYMENT,-212.99
06/26/2026,VENDOR 2696 PAYMENT,-384.99
06/27/2026,VENDOR 2697 PAYMENT,-53.99
06/28/2026,VENDOR 2698 PAYMENT,-414.99
06/29/2026,VENDOR 2699 PAYMENT,-10.99
01/01/2026,VENDOR 2700 PAYMENT,-233.99
01/02/2026,VENDOR 2701 PAYMENT,-466.99
01/03/2026,VENDOR 2702 PAYMENT,-492.99
01/04/2026,VENDOR 2703 PAYMENT,-160.99
01/05/2026,VENDOR 2704 PAYMENT,-426.99
01/06/2026,VENDOR 2705 PAYMENT,-471.99
01/07/2026,VENDOR 2706 PAYMENT,-455.99
01/08/2026,VENDOR 2707 PAYMENT,-439.99
01/09/2026,VENDOR 2708 PAYMENT,-264.99
01/10/2026,VENDOR 2709 PAYMENT,-444.99
01/11/2026,VENDOR 2710 PAYMENT,-129.99
01/12/2026,VENDOR 2711 PAYMENT,-301.99
01/13/2026,VENDOR 2712 PAYMENT,-85.99
01/14/2026,VENDOR 2713 PAYMENT,-79.99
01/15/2026,VENDOR 2714 PAYMENT,-67.99
01/16/2026,VENDOR 2715 PAYMENT,-36.99
01/17/2026,VENDOR 2716 PAYMENT,-60.99
01/18/2026,VENDOR 2717 PAYMENT,-21.99
01/19/2026,VENDOR 2718 PAYMENT,-289.99
01/20/2026,VENDOR 2719 PAYMENT,-332.99
01/21/2026,VENDOR 2720 PAYMENT,-273.99
01/22/2026,VENDOR 2721 PAYMENT,-245.99
01/23/2026,VENDOR 2722 PAYMENT,-12.99
01/24/2026,VENDOR 2723 PAYMENT,-151.99
01/25/2026,VENDOR 2724 PAYMENT,-425.99
01/26/2026,VENDOR 2725 PAYMENT,-110.99
01/27/2026,VENDOR 2726 PAYMENT,-67.99
01/28/2026,VENDOR 2727 PAYMENT,-451.99
01/29/2026,VENDOR 2728 PAYMENT,-102.99
01/30/2026,VENDOR 2729 PAYMENT,-152.99
01/31/2026,VENDOR 2730 PAYMENT,-13.99
02/01/2026,VENDOR 2731 PAYMENT,-25.99
02/02/2026,VENDOR 2732 PAYMENT,-119.99
02/03/2026,VENDOR 2733 PAYMENT,-432.99
02/04/2026,VENDOR 2734 PAYMENT,-336.99
02/05/2026,VENDOR 2735 PAYMENT,-322.99
02/06/2026,VENDOR 2736 PAYMENT,-303.99
02/07/2026,VENDOR 2737 PAYMENT,-249.99
02/08/2026,VENDOR 2738 PAYMENT,-498.99
02/09/2026,VENDOR 2739 PAYMENT,-171.99
02/10/2026,VENDOR 2740 PAYMENT,-146.99
02/11/2026,VENDOR 2741 PAYMENT,-277.99
02/12/2026,VENDOR 2742 PAYMENT,-161.99
02/13/2026,VENDOR 2743 PAYMENT,-83.99
02/14/2026,VENDOR 2744 PAYMENT,-77.99
02/15/2026,VENDOR 2745 PAYMENT,-376.99
02/16/2026,VENDOR 2746 PAYMENT,-272.99
02/17/2026,VENDOR 2747 PAYMENT,-97.99
02/18/2026,VENDOR 2748 PAYMENT,-48.99
02/19/2026,VENDOR 2749 PAYMENT,-168.99
02/20/2026,VENDOR 2750 PAYMENT,-68.99
02/21/2026,VENDOR 2751 PAYMENT,-222.99
02/22/2026,VENDOR 2752 PAYMENT,-49.99
02/23/2026,VENDOR 2753 PAYMENT,-267.99
02/24/2026,VENDOR 2754 PAYMENT,-214.99
02/25/2026,VENDOR 2755 PAYMENT,-337.99
02/26/2026,VENDOR 2756 PAYMENT,-275.99
02/27/2026,VENDOR 2757 PAYMENT,-269.99
02/28/2026,VENDOR 2758 PAYMENT,-95.99
03/01/2026,VENDOR 2759 PAYMENT,-386.99
03/02/2026,VENDOR 2760 PAYMENT,-7.99
03/03/2026,VENDOR 2761 PAYMENT,-306.99
03/04/2026,VENDOR 2762 PAYMENT,-317.99
03/05/2026,VENDOR 2763 PAYMENT,-233.99
03/06/2026,VENDOR 2764 PAYMENT,-241.99
03/07/2026,VENDOR 2765 PAYMENT,-138.99
03/08/2026,VENDOR 2766 PAYMENT,-398.99
03/09/2026,VENDOR 2767 PAYMENT,-309.99
03/10/2026,VENDOR 2768 PAYMENT,-491.99
03/11/2026,VENDOR 2769 PAYMENT,-289.99
03/12/2026,VENDOR 2770 PAYMENT,-289.99
03/13/2026,VENDOR 2771 PAYMENT,-344.99
03/14/2026,VENDOR 2772 PAYMENT,-294.99
03/15/2026,VENDOR 2773 PAYMENT,-183.99
03/16/2026,VENDOR 2774 PAYMENT,-371.99
03/17/2026,VENDOR 2775 PAYMENT,-212.99
03/18/2026,VENDOR 2776 PAYMENT,-45.99
03/19/2026,VENDOR 2777 PAYMENT,-126.99
03/20/2026,VENDOR 2778 PAYMENT,-63.99
03/21/2026,VENDOR 2779 PAYMENT,-65.99
03/22/2026,VENDOR 2780 PAYMENT,-413.99
03/23/2026,VENDOR 2781 PAYMENT,-204.99
03/24/2026,VENDOR 2782 PAYMENT,-166.99
03/25/2026,VENDOR 2783 PAYMENT,-498.99
03/26/2026,VENDOR 2784 PAYMENT,-14.99
03/27/2026,VENDOR 2785 PAYMENT,-224.99
03/28/2026,VENDOR 2786 PAYMENT,-20.99
03/29/2026,VENDOR 2787 PAYMENT,-210.99
03/30/2026,VENDOR 2788 PAYMENT,-412.99
03/31/2026,VENDOR 2789 PAYMENT,-66.99
04/01/2026,VENDOR 2790 PAYMENT,-120.99
04/02/2026,VENDOR 2791 PAYMENT,-226.99
04/03/2026,VENDOR 2792 PAYMENT,-66.99
04/04/2026,VENDOR 2793 PAYMENT,-356.99
04/05/2026,VENDOR 2794 PAYMENT,-475.99
04/06/2026,VENDOR 2795 PAYMENT,-111.99
04/07/2026,VENDOR 2796 PAYMENT,-163.99
04/08/2026,VENDOR 2797 PAYMENT,-301.99
04/09/2026,VENDOR 2798 PAYMENT,-256.99
04/10/2026,VENDOR 2799 PAYMENT,-200.99
04/11/2026,VENDOR 2800 PAYMENT,-453.99
04/12/2026,VENDOR 2801 PAYMENT,-186.99
04/13/2026,VENDOR 2802 PAYMENT,-382.99
04/14/2026,VENDOR 2803 PAYMENT,-463.99
04/15/2026,VENDOR 2804 PAYMENT,-433.99
04/16/2026,VENDOR 2805 PAYMENT,-230.99
04/17/2026,VENDOR 2806 PAYMENT,-357.99
04/18/2026,VENDOR 2807 PAYMENT,-235.99
04/19/2026,VENDOR 2808 PAYMENT,-240.99
04/20/2026,VENDOR 2809 PAYMENT,-271.99
04/21/2026,VENDOR 2810 PAYMENT,-105.99
04/22/2026,VENDOR 2811 PAYMENT,-429.99
04/23/2026,VENDOR 2812 PAYMENT,-346.99
04/24/2026,VENDOR 2813 PAYMENT,-132.99
04/25/2026,VENDOR 2814 PAYMENT,-361.99
04/26/2026,VENDOR 2815 PAYMENT,-97.99
04/27/2026,VENDOR 2816 PAYMENT,-135.99
04/28/2026,VENDOR 2817 PAYMENT,-330.99
04/29/2026,VENDOR 2818 PAYMENT,-445.99
04/30/2026,VENDOR 2819 PAYMENT,-240.99
05/01/2026,VENDOR 2820 PAYMENT,-199.99
05/02/2026,VENDOR 2821 PAYMENT,-311.99
05/03/2026,VENDOR 2822 PAYMENT,-0.99
05/04/2026,VENDOR 2823 PAYMENT,-452.99
05/05/2026,VENDOR 2824 PAYMENT,-71.99
05/06/2026,VENDOR 2825 PAYMENT,-312.99
05/07/2026,VENDOR 2826 PAYMENT,-409.99
05/08/2026,VENDOR 2827 PAYMENT,-134.99
05/09/2026,VENDOR 2828 PAYMENT,-396.99
05/10/2026,VENDOR 2829 PAYMENT,-440.99
05/11/2026,VENDOR 2830 PAYMENT,-427.99
05/12/2026,VENDOR 2831 PAYMENT,-77.99
05/13/2026,VENDOR 2832 PAYMENT,-307.99
05/14/2026,VENDOR 2833 PAYMENT,-208.99
05/15/2026,VENDOR 2834 PAYMENT,-128.99
05/16/2026,VENDOR 2835 PAYMENT,-228.99
05/17/2026,VENDOR 2836 PAYMENT,-261.99
05/18/2026,VENDOR 2837 PAYMENT,-447.99
05/19/2026,VENDOR 2838 PAYMENT,-238.99
05/20/2026,VENDOR 2839 PAYMENT,-200.99
05/21/2026,VENDOR 2840 PAYMENT,-370.99
05/22/2026,VENDOR 2841 PAYMENT,-423.99
05/23/2026,VENDOR 2842 PAYMENT,-320.99
05/24/2026,VENDOR 2843 PAYMENT,-298.99
05/25/2026,VENDOR 2844 PAYMENT,-49.99
05/26/2026,VENDOR 2845 PAYMENT,-42.99
05/27/2026,VENDOR 2846 PAYMENT,-118.99
05/28/2026,VENDOR 2847 PAYMENT,-82.99
05/29/2026,VENDOR 2848 PAYMENT,-384.99
05/30/2026,VENDOR 2849 PAYMENT,-111.99
05/31/2026,VENDOR 2850 PAYMENT,-234.99
06/01/2026,VENDOR 2851 PAYMENT,-130.99
06/02/2026,VENDOR 2852 PAYMENT,-328.99
06/03/2026,VENDOR 2853 PAYMENT,-458.99
06/04/2026,VENDOR 2854 PAYMENT,-182.99
06/05/2026,VENDOR 2855 PAYMENT,-497.99
06/06/2026,VENDOR 2856 PAYMENT,-176.99
06/07/2026,VENDOR 2857 PAYMENT,-220.99
06/08/2026,VENDOR 2858 PAYMENT,-142.99
06/09/2026,VENDOR 2859 PAYMENT,-497.99
06/10/2026,VENDOR 2860 PAYMENT,-1.99
06/11/2026,VENDOR 2861 PAYMENT,-339.99
06/12/2026,VENDOR 2862 PAYMENT,-191.99
06/13/2026,VENDOR 2863 PAYMENT,-101.99
06/14/2026,VENDOR 2864 PAYMENT,-247.99
06/15/2026,VENDOR 2865 PAYMENT,-139.99
06/16/2026,VENDOR 2866 PAYMENT,-204.99
06/17/2026,VENDOR 2867 PAYMENT,-209.99
06/18/2026,VENDOR 2868 PAYMENT,-466.99
06/19/2026,VENDOR 2869 PAYMENT,-333.99
06/20/2026,VENDOR 2870 PAYMENT,-399.99
06/21/2026,VENDOR 2871 PAYMENT,-495.99
06/22/2026,VENDOR 2872 PAYMENT,-1.99
06/23/2026,VENDOR 2873 PAYMENT,-363.99
06/24/2026,VENDOR 2874 PAYMENT,-408.99
06/25/2026,VENDOR 2875 PAYMENT,-386.99
06/26/2026,VENDOR 2876 PAYMENT,-197.99
06/27/2026,VENDOR 2877 PAYMENT,-311.99
06/28/2026,VENDOR 2878 PAYMENT,-300.99
06/29/2026,VENDOR 2879 PAYMENT,-456.99
01/01/2026,VENDOR 2880 PAYMENT,-460.99
01/02/2026,VENDOR 2881 PAYMENT,-229.99
01/03/2026,VENDOR 2882 PAYMENT,-199.99
01/04/2026,VENDOR 2883 PAYMENT,-307.99
01/05/2026,VENDOR 2884 PAYMENT,-194.99
01/06/2026,VENDOR 2885 PAYMENT,-274.99
01/07/2026,VENDOR 2886 PAYMENT,-151.99
01/08/2026,VENDOR 2887 PAYMENT,-344.99
01/09/2026,VENDOR 2888 PAYMENT,-336.99
01/10/2026,VENDOR 2889 PAYMENT,-457.99
01/11/2026,VENDOR 2890 PAYMENT,-350.99
01/12/2026,VENDOR 2891 PAYMENT,-33.99
01/13/2026,VENDOR 2892 PAYMENT,-337.99
01/14/2026,VENDOR 2893 PAYMENT,-170.99
01/15/2026,VENDOR 2894 PAYMENT,-184.99
01/16/2026,VENDOR 2895 PAYMENT,-399.99
01/17/2026,VENDOR 2896 PAYMENT,-489.99
01/18/2026,VENDOR 2897 PAYMENT,-173.99
01/19/2026,VENDOR 2898 PAYMENT,-88.99
01/20/2026,VENDOR 2899 PAYMENT,-170.99
01/21/2026,VENDOR 2900 PAYMENT,-234.99
01/22/2026,VENDOR 2901 PAYMENT,-328.99
01/23/2026,VENDOR 2902 PAYMENT,-332.99
01/24/2026,VENDOR 2903 PAYMENT,-9.99
01/25/2026,VENDOR 2904 PAYMENT,-347.99
01/26/2026,VENDOR 2905 PAYMENT,-114.99
01/27/2026,VENDOR 2906 PAYMENT,-339.99
01/28/2026,VENDOR 2907 PAYMENT,-462.99
01/29/2026,VENDOR 2908 PAYMENT,-132.99
01/30/2026,VENDOR 2909 PAYMENT,-276.99
01/31/2026,VENDOR 2910 PAYMENT,-30.99
02/01/2026,VENDOR 2911 PAYMENT,-14.99
02/02/2026,VENDOR 2912 PAYMENT,-308.99
02/03/2026,VENDOR 2913 PAYMENT,-146.99
02/04/2026,VENDOR 2914 PAYMENT,-348.99
02/05/2026,VENDOR 2915 PAYMENT,-327.99
02/06/2026,VENDOR 2916 PAYMENT,-233.99
02/07/2026,VENDOR 2917 PAYMENT,-217.99
02/08/2026,VENDOR 2918 PAYMENT,-53.99
02/09/2026,VENDOR 2919 PAYMENT,-152.99
02/10/2026,VENDOR 2920 PAYMENT,-201.99
02/11/2026,VENDOR 2921 PAYMENT,-41.99
02/12/2026,VENDOR 2922 PAYMENT,-59.99
02/13/2026,VENDOR 2923 PAYMENT,-57.99
02/14/2026,VENDOR 2924 PAYMENT,-283.99
02/15/2026,VENDOR 2925 PAYMENT,-446.99
02/16/2026,VENDOR 2926 PAYMENT,-170.99
02/17/2026,VENDOR 2927 PAYMENT,-73.99
02/18/2026,VENDOR 2928 PAYMENT,-285.99
02/19/2026,VENDOR 2929 PAYMENT,-180.99
02/20/2026,VENDOR 2930 PAYMENT,-463.99
02/21/2026,VENDOR 2931 PAYMENT,-407.99
02/22/2026,VENDOR 2932 PAYMENT,-415.99
02/23/2026,VENDOR 2933 PAYMENT,-58.99
02/24/2026,VENDOR 2934 PAYMENT,-187.99
02/25/2026,VENDOR 2935 PAYMENT,-129.99
02/26/2026,VENDOR 2936 PAYMENT,-39.99
02/27/2026,VENDOR 2937 PAYMENT,-258.99
02/28/2026,VENDOR 2938 PAYMENT,-131.99
03/01/2026,VENDOR 2939 PAYMENT,-170.99
03/02/2026,VENDOR 2940 PAYMENT,-412.99
03/03/2026,VENDOR 2941 PAYMENT,-4.99
03/04/2026,VENDOR 2942 PAYMENT,-91.99
03/05/2026,VENDOR 2943 PAYMENT,-377.99
03/06/2026,VENDOR 2944 PAYMENT,-285.99
03/07/2026,VENDOR 2945 PAYMENT,-147.99
03/08/2026,VENDOR 2946 PAYMENT,-191.99
03/09/2026,VENDOR 2947 PAYMENT,-16.99
03/10/2026,VENDOR 2948 PAYMENT,-1.99
03/11/2026,VENDOR 2949 PAYMENT,-83.99
03/12/2026,VENDOR 2950 PAYMENT,-141.99
03/13/2026,VENDOR 2951 PAYMENT,-24.99
03/14/2026,VENDOR 2952 PAYMENT,-127.99
03/15/2026,VENDOR 2953 PAYMENT,-329.99
03/16/2026,VENDOR 2954 PAYMENT,-208.99
03/17/2026,VENDOR 2955 PAYMENT,-165.99
03/18/2026,VENDOR 2956 PAYMENT,-448.99
03/19/2026,VENDOR 2957 PAYMENT,-496.99
03/20/2026,VENDOR 2958 PAYMENT,-448.99
03/21/2026,VENDOR 2959 PAYMENT,-31.99
03/22/2026,VENDOR 2960 PAYMENT,-484.99
03/23/2026,VENDOR 2961 PAYMENT,-86.99
03/24/2026,VENDOR 2962 PAYMENT,-253.99
03/25/2026,VENDOR 2963 PAYMENT,-286.99
03/26/2026,VENDOR 2964 PAYMENT,-67.99
03/27/2026,VENDOR 2965 PAYMENT,-50.99
03/28/2026,VENDOR 2966 PAYMENT,-361.99
03/29/2026,VENDOR 2967 PAYMENT,-254.99
03/30/2026,VENDOR 2968 PAYMENT,-351.99
03/31/2026,VENDOR 2969 PAYMENT,-471.99
04/01/2026,VENDOR 2970 PAYMENT,-17.99
04/02/2026,VENDOR 2971 PAYMENT,-233.99
04/03/2026,VENDOR 2972 PAYMENT,-159.99
04/04/2026,VENDOR 2973 PAYMENT,-455.99
04/05/2026,VENDOR 2974 PAYMENT,-363.99
04/06/2026,VENDOR 2975 PAYMENT,-355.99
04/07/2026,VENDOR 2976 PAYMENT,-227.99
04/08/2026,VENDOR 2977 PAYMENT,-259.99
04/09/2026,VENDOR 2978 PAYMENT,-90.99
04/10/2026,VENDOR 2979 PAYMENT,-297.99
04/11/2026,VENDOR 2980 PAYMENT,-489.99
04/12/2026,VENDOR 2981 PAYMENT,-104.99
04/13/2026,VENDOR 2982 PAYMENT,-414.99
04/14/2026,VENDOR 2983 PAYMENT,-426.99
04/15/2026,VENDOR 2984 PAYMENT,-191.99
04/16/2026,VENDOR 2985 PAYMENT,-243.99
04/17/2026,VENDOR 2986 PAYMENT,-294.99
04/18/2026,VENDOR 2987 PAYMENT,-386.99
04/19/2026,VENDOR 2988 PAYMENT,-451.99
04/20/2026,VENDOR 2989 PAYMENT,-350.99
04/21/2026,VENDOR 2990 PAYMENT,-40.99
04/22/2026,VENDOR 2991 PAYMENT,-464.99
04/23/2026,VENDOR 2992 PAYMENT,-187.99
04/24/2026,VENDOR 2993 PAYMENT,-357.99
04/25/2026,VENDOR 2994 PAYMENT,-397.99
04/26/2026,VENDOR 2995 PAYMENT,-447.99
04/27/2026,VENDOR 2996 PAYMENT,-282.99
04/28/2026,VENDOR 2997 PAYMENT,-344.99
04/29/2026,VENDOR 2998 PAYMENT,-280.99
04/30/2026,VENDOR 2999 PAYMENT,-423.99
05/01/2026,VENDOR 3000 PAYMENT,-84.99
05/02/2026,VENDOR 3001 PAYMENT,-121.99
05/03/2026,VENDOR 3002 PAYMENT,-60.99
05/04/2026,VENDOR 3003 PAYMENT,-417.99
05/05/2026,VENDOR 3004 PAYMENT,-196.99
05/06/2026,VENDOR 3005 PAYMENT,-360.99
05/07/2026,VENDOR 3006 PAYMENT,-199.99
05/08/2026,VENDOR 3007 PAYMENT,-342.99
05/09/2026,VENDOR 3008 PAYMENT,-128.99
05/10/2026,VENDOR 3009 PAYMENT,-206.99
05/11/2026,VENDOR 3010 PAYMENT,-94.99
05/12/2026,VENDOR 3011 PAYMENT,-199.99
05/13/2026,VENDOR 3012 PAYMENT,-438.99
05/14/2026,VENDOR 3013 PAYMENT,-414.99
05/15/2026,VENDOR 3014 PAYMENT,-70.99
05/16/2026,VENDOR 3015 PAYMENT,-252.99
05/17/2026,VENDOR 3016 PAYMENT,-49.99
05/18/2026,VENDOR 3017 PAYMENT,-299.99
05/19/2026,VENDOR 3018 PAYMENT,-189.99
05/20/2026,VENDOR 3019 PAYMENT,-441.99
05/21/2026,VENDOR 3020 PAYMENT,-297.99
05/22/2026,VENDOR 3021 PAYMENT,-23.99
05/23/2026,VENDOR 3022 PAYMENT,-178.99
05/24/2026,VENDOR 3023 PAYMENT,-292.99
